algo,rho,iters,res_norm,train_time,mv_mult,k,min_size,max_size,block_size,tol,accuracy,nfold,extra_time
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.384214,25,2,4,8,1,1e-06,0.846,40,1.6095875
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9439635,22,2,4,8,2,1e-06,0.846,40,1.6095875
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8151033,70,2,4,8,1,1e-06,0.846,40,1.6095875
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.525813,102,2,4,8,2,1e-06,0.846,40,1.6095875
FDA subspace,-1,19,5.77829235278554e-07,7.3981151,22,2,4,8,1,1e-06,0.846,41,1.6164079
FDA subspace,-1,10,6.95500187971918e-07,3.954593,22,2,4,8,2,1e-06,0.846,41,1.6164079
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.375791,25,2,4,8,1,1e-06,0.846,41,1.6164079
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.961228,22,2,4,8,2,1e-06,0.846,41,1.6164079
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.7906312,70,2,4,8,1,1e-06,0.846,41,1.6164079
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.4422815,102,2,4,8,2,1e-06,0.846,41,1.6164079
FDA subspace,-1,19,5.77829235278554e-07,7.4021767,22,2,4,8,1,1e-06,0.846,42,1.6015375
FDA subspace,-1,10,6.95500187971918e-07,3.9409758,22,2,4,8,2,1e-06,0.846,42,1.6015375
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3874379,25,2,4,8,1,1e-06,0.846,42,1.6015375
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9389388,22,2,4,8,2,1e-06,0.846,42,1.6015375
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8617417,70,2,4,8,1,1e-06,0.846,42,1.6015375
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5744307,102,2,4,8,2,1e-06,0.846,42,1.6015375
FDA subspace,-1,19,5.77829235278554e-07,7.3852588,22,2,4,8,1,1e-06,0.846,43,1.6331746
FDA subspace,-1,10,6.95500187971918e-07,3.9646628,22,2,4,8,2,1e-06,0.846,43,1.6331746
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3738322,25,2,4,8,1,1e-06,0.846,43,1.6331746
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9435023,22,2,4,8,2,1e-06,0.846,43,1.6331746
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8724972,70,2,4,8,1,1e-06,0.846,43,1.6331746
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.570494,102,2,4,8,2,1e-06,0.846,43,1.6331746
FDA subspace,-1,19,5.77829235278554e-07,7.3721007,22,2,4,8,1,1e-06,0.846,44,1.611843
FDA subspace,-1,10,6.95500187971918e-07,3.948304,22,2,4,8,2,1e-06,0.846,44,1.611843
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.4039855,25,2,4,8,1,1e-06,0.846,44,1.611843
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9504544,22,2,4,8,2,1e-06,0.846,44,1.611843
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.9670102,70,2,4,8,1,1e-06,0.846,44,1.611843
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5570511,102,2,4,8,2,1e-06,0.846,44,1.611843
FDA subspace,-1,19,5.77829235278554e-07,7.4037057,22,2,4,8,1,1e-06,0.846,45,1.6126556
FDA subspace,-1,10,6.95500187971918e-07,3.9211171,22,2,4,8,2,1e-06,0.846,45,1.6126556
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.4342453,25,2,4,8,1,1e-06,0.846,45,1.6126556
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9419083,22,2,4,8,2,1e-06,0.846,45,1.6126556
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8288056,70,2,4,8,1,1e-06,0.846,45,1.6126556
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5717041,102,2,4,8,2,1e-06,0.846,45,1.6126556
FDA subspace,-1,19,5.77829235278554e-07,7.3682979,22,2,4,8,1,1e-06,0.846,46,1.6211438
FDA subspace,-1,10,6.95500187971918e-07,3.9639832,22,2,4,8,2,1e-06,0.846,46,1.6211438
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3601244,25,2,4,8,1,1e-06,0.846,46,1.6211438
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9316086,22,2,4,8,2,1e-06,0.846,46,1.6211438
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8448825,70,2,4,8,1,1e-06,0.846,46,1.6211438
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5757821,102,2,4,8,2,1e-06,0.846,46,1.6211438
FDA subspace,-1,19,5.77829235278554e-07,7.4004604,22,2,4,8,1,1e-06,0.846,47,1.6078991
FDA subspace,-1,10,6.95500187971918e-07,3.9407794,22,2,4,8,2,1e-06,0.846,47,1.6078991
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3971517,25,2,4,8,1,1e-06,0.846,47,1.6078991
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9474625,22,2,4,8,2,1e-06,0.846,47,1.6078991
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8478282,70,2,4,8,1,1e-06,0.846,47,1.6078991
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5491509,102,2,4,8,2,1e-06,0.846,47,1.6078991
FDA subspace,-1,19,5.77829235278554e-07,7.4042374,22,2,4,8,1,1e-06,0.846,48,1.6194165
FDA subspace,-1,10,6.95500187971918e-07,3.953405,22,2,4,8,2,1e-06,0.846,48,1.6194165
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.3877962,25,2,4,8,1,1e-06,0.846,48,1.6194165
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9516461,22,2,4,8,2,1e-06,0.846,48,1.6194165
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.798772,70,2,4,8,1,1e-06,0.846,48,1.6194165
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5741647,102,2,4,8,2,1e-06,0.846,48,1.6194165
FDA subspace,-1,19,5.77829235278554e-07,7.3691679,22,2,4,8,1,1e-06,0.846,49,1.6075883
FDA subspace,-1,10,6.95500187971918e-07,3.9528227,22,2,4,8,2,1e-06,0.846,49,1.6075883
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.360074,25,2,4,8,1,1e-06,0.846,49,1.6075883
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.938346,22,2,4,8,2,1e-06,0.846,49,1.6075883
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.8840678,70,2,4,8,1,1e-06,0.846,49,1.6075883
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5406204,102,2,4,8,2,1e-06,0.846,49,1.6075883
FDA subspace,-1,19,5.77829235278554e-07,7.3994869,22,2,4,8,1,1e-06,0.846,50,1.6086982
FDA subspace,-1,10,6.95500187971918e-07,3.9519154,22,2,4,8,2,1e-06,0.846,50,1.6086982
TR subspace,1.41058819216984,22,4.10577501137059e-07,8.4078246,25,2,4,8,1,1e-06,0.846,50,1.6086982
TR subspace,1.41058819216963,10,6.0457000655138e-07,3.9535771,22,2,4,8,2,1e-06,0.846,50,1.6086982
TR KSchur,1.41058819216994,13,5.10177291321861e-09,25.877376,70,2,4,8,1,1e-06,0.846,50,1.6086982
TR KSchur,1.41058819216994,21,1.06402479042339e-07,19.5605174,102,2,4,8,2,1e-06,0.846,50,1.6086982
